event_id,zone_id,latitude,longitude,temperature,humidity,rainfall,animal_density_score,distance_to_road,distance_to_water,distance_to_ranger_station,elevation,hour,month,season,species,historical_incident_count,acoustic_risk,poaching_incident,real_temperature,real_rainfall,real_humidity,real_elevation,terrain_slope,reserve_proximity,road_density,species_occurrence_density
evt_6543b442,ZONE_E02,-1.64538,34.71742,19.8,61.8,0.0,27,1956.1,19489.4,50410.2,1329.9,0,1,Short Dry,Lion,1,0.43,1,23.9,0.0,63.7,1330.4,2.6,5917.961805923728,0.05216023299560175,198.01000000000002
evt_f3f70ef7,ZONE_B02,-2.29301,34.84089,18.3,60.5,0.0,18,1027.5,34307.7,29287.7,1345.8,0,1,Short Dry,Zebra,33,0.46,1,23.9,0.0,63.7,1365.2,2.17,10527.472486046974,0.08402764711795246,62.809999999999995
evt_ca328a13,ZONE_C03,-2.09784,34.98189,21.0,58.1,0.0,35,22495.9,26765.5,11064.2,1474.8,0,1,Short Dry,Elephant,2,0.31,0,23.9,0.0,63.7,1512.2,8.28,9446.858312297336,0.027425880387710287,88.16999999999999
evt_e005795e,ZONE_C05,-2.04468,35.36791,18.4,59.5,0.0,30,28410.3,25424.3,41185.1,1366.4,0,1,Short Dry,Zebra,3,0.29,0,23.9,0.0,63.7,1349.7,0.95,3865.737415138205,0.02378219840191265,88.68
evt_7d203b7e,ZONE_C05,-2.05498,35.45282,18.0,54.3,0.0,36,27254.0,32392.0,50689.8,1284.1,0,1,Short Dry,Zebra,3,0.39,0,23.9,0.0,63.7,1315.5,1.08,5408.713703640435,0.022730315538586857,294.87
evt_35a5d70d,ZONE_D04,-1.7017,35.12374,19.4,59.0,0.0,35,47097.9,37605.1,32722.1,1398.6,1,1,Short Dry,Lion,15,0.33,0,23.9,0.0,63.7,1372.9,1.94,7262.983133123016,0.05638255659451616,282.22
evt_4afebdbc,ZONE_D04,-1.83191,35.11221,18.2,58.5,0.0,31,45816.1,34879.6,22468.4,1440.5,1,1,Short Dry,Elephant,15,0.31,0,23.9,0.0,63.7,1456.7,8.18,0.0,0.05787681227619327,201.10999999999999
evt_00f1d16d,ZONE_E01,-1.58559,34.58085,20.2,59.0,4.1,32,13251.5,34084.2,65525.2,1291.6,1,1,Short Dry,Zebra,2,0.35,0,23.9,0.0,63.7,1323.6,4.29,0.0,0.046248139708171446,228.22000000000003
evt_d2722b16,ZONE_D02,-1.76743,34.74662,16.0,56.8,0.0,41,5186.5,6951.1,38232.8,1328.2,1,1,Short Dry,Elephant,5,0.38,1,23.9,0.0,63.7,1355.4,6.44,252.92336621330347,0.04310688121279883,272.53000000000003
evt_1ebb4495,ZONE_E03,-1.67393,34.90297,19.4,55.2,0.0,34,22585.8,18096.7,37826.7,1373.4,1,1,Short Dry,Buffalo,3,0.27,0,23.9,0.0,63.7,1383.6,4.82,0.0,0.14293347738322892,127.72999999999999
evt_489a9ace,ZONE_A05,-2.41521,35.37203,18.5,60.4,0.0,34,12825.2,30626.2,61970.4,1285.5,1,1,Short Dry,Zebra,4,0.34,0,23.9,0.0,63.7,1297.3,4.71,25.82334797294902,0.15094671804591692,182.85000000000002
evt_86ac0de5,ZONE_E03,-1.68823,35.0332,19.0,63.9,0.0,38,37037.7,28744.4,34863.0,1384.6,1,1,Short Dry,Zebra,3,0.29,0,23.9,0.0,63.7,1395.3,7.81,2444.3752093802473,0.023911058891781186,112.14
evt_3e2c5111,ZONE_E02,-1.61308,34.81424,19.1,57.7,0.0,30,12740.7,20845.3,47721.0,1315.3,1,1,Short Dry,Zebra,1,0.34,0,23.9,0.0,63.7,1334.4,2.64,0.0,1.8557079283815603,141.97
evt_35f3e9ff,ZONE_E05,-1.54339,35.37367,19.2,50.7,0.0,36,74882.0,69855.4,6942.4,1251.5,1,1,Short Dry,Elephant,12,0.33,1,23.9,0.0,63.7,1282.3,0.34,7251.879697366348,0.0326704004351426,132.72
evt_120e8fb8,ZONE_B04,-2.13432,35.16643,18.4,59.9,0.0,38,18439.5,8201.0,23771.7,1446.4,1,1,Short Dry,Buffalo,0,0.28,0,23.9,0.0,63.7,1434.6,2.05,1035.0700567604179,0.15425442223818228,132.46
evt_7b40dfb8,ZONE_A05,-2.33425,35.42443,18.4,62.4,0.0,31,3867.6,29062.8,60045.9,1310.1,1,1,Short Dry,Zebra,4,0.3,0,23.9,0.0,63.7,1316.3,1.31,0.0,0.03747108023833397,164.84
evt_b766b997,ZONE_E04,-1.69736,35.15641,20.1,62.6,0.0,30,50734.0,41224.2,29158.6,1413.6,1,1,Short Dry,Zebra,10,0.33,0,23.9,0.0,63.7,1366.9,2.11,0.0,0.07518770030073585,181.12
evt_7d074542,ZONE_E05,-1.52531,35.47079,18.4,60.6,0.0,31,85679.5,80571.1,11440.8,1267.7,1,1,Short Dry,Zebra,12,0.34,0,23.9,0.0,63.7,1267.8,2.48,0.0,0.04801805554082863,92.19999999999999
evt_15e1b3df,ZONE_B02,-2.10668,34.77863,19.8,61.0,0.0,32,8759.0,19863.1,27310.3,1385.1,1,1,Short Dry,Zebra,33,0.32,0,23.9,0.0,63.7,1426.8,5.71,11016.12048697211,0.4485990236476921,24.659999999999997
evt_119a2bb4,ZONE_B05,-2.14835,35.4435,19.5,57.5,0.0,34,16870.9,27659.7,51970.4,1312.2,1,1,Short Dry,Zebra,6,0.27,0,23.9,0.0,63.7,1316.5,4.55,0.0,0.19293130921332713,145.18
evt_9b80d751,ZONE_A02,-2.3787,34.8663,19.3,59.0,0.0,35,8751.5,42064.7,29680.5,1338.3,1,1,Short Dry,Buffalo,20,0.29,0,23.9,0.0,63.7,1363.1,1.26,9485.16578506541,0.028672592780916262,105.55999999999999
evt_1b1e4e6f,ZONE_D01,-1.78232,34.69198,18.6,51.7,0.0,21,968.3,12165.7,41924.8,1377.4,1,1,Short Dry,Buffalo,3,0.51,1,23.9,0.0,63.7,1355.4,6.44,7698.7670311223055,0.028978297239433622,175.32
evt_ed56f9c3,ZONE_B01,-2.13175,34.51735,17.0,59.2,0.0,39,18711.7,9839.6,31209.8,1309.3,1,1,Short Dry,Zebra,31,0.31,0,23.9,0.0,63.7,1300.2,4.79,0.0,0.2256100767005871,129.29999999999998
evt_93dee647,ZONE_D01,-1.72412,34.58651,16.5,59.6,0.0,37,12613.9,25183.3,55251.9,1307.5,1,1,Short Dry,Zebra,3,0.34,0,23.9,0.0,63.7,1306.0,3.17,4389.942770690852,0.02224281770547003,294.87
evt_2237c5db,ZONE_A01,-2.39652,34.5443,17.3,60.5,6.0,36,10740.0,33547.9,6200.7,1332.2,1,1,Short Dry,Zebra,24,0.29,0,22.9,0.0,52.0,1273.0,1.6,0.0,0.09959928436604834,94.09
evt_65a2318a,ZONE_C01,-2.04461,34.58454,18.2,57.2,0.0,39,12849.8,6394.6,39555.4,1308.0,1,1,Short Dry,Zebra,1,0.28,0,22.9,0.0,52.0,1358.5,0.84,0.0,0.3581167373942436,183.48000000000002
evt_6e9911d2,ZONE_E02,-1.60247,34.86149,19.0,56.4,0.0,35,17949.7,23003.2,46807.4,1354.6,1,1,Short Dry,Zebra,1,0.32,0,22.9,0.0,52.0,1348.6,6.33,2423.089641607546,0.3916936900434371,47.43
evt_68e386d3,ZONE_B02,-2.12374,34.72993,17.0,57.0,0.0,35,3469.8,14676.6,33015.3,1396.4,1,1,Short Dry,Zebra,33,0.45,0,22.9,0.0,52.0,1374.6,6.05,1266.5615969737837,0.17140272380258478,165.69
evt_b462e9c6,ZONE_A04,-2.35782,35.14958,18.5,62.4,0.0,39,6440.8,18421.1,43119.6,1388.7,1,1,Short Dry,Zebra,6,0.36,0,22.9,0.0,52.0,1350.0,3.81,0.0,0.032643555359734906,149.4
evt_0b2e2cdf,ZONE_B01,-2.13266,34.64935,17.9,56.2,28.3,42,5628.3,6577.1,30228.3,1347.8,1,1,Short Dry,Zebra,31,0.39,1,22.9,0.0,52.0,1349.4,5.48,6051.164233990097,0.33451335252464287,108.56
evt_95c13316,ZONE_D01,-1.82927,34.53618,17.9,56.7,6.1,37,18208.7,29500.3,54929.9,1307.1,1,1,Short Dry,Zebra,3,0.41,0,22.9,0.0,52.0,1299.6,4.45,0.0,0.051762621138249844,149.62
evt_5fecb620,ZONE_D05,-1.82639,35.34348,18.7,55.0,3.4,36,52668.3,44498.3,25945.3,1314.9,1,1,Short Dry,Elephant,11,0.4,0,22.9,0.0,52.0,1362.0,7.14,0.0,0.08121040495406309,117.63000000000001
evt_2f9760db,ZONE_D03,-1.81579,35.08194,20.8,54.2,0.0,31,42461.9,31383.5,22416.0,1445.8,1,1,Short Dry,Buffalo,4,0.31,0,22.9,0.0,52.0,1456.7,8.18,6921.369971790646,0.039539816842772774,98.55000000000001
evt_a5370f7c,ZONE_E03,-1.59673,34.98124,18.8,62.8,0.0,39,31266.2,30277.0,44890.4,1366.3,1,1,Short Dry,Zebra,3,0.36,0,22.9,0.0,52.0,1353.6,5.39,0.0,0.10781834677831564,182.85999999999999
evt_76318d6e,ZONE_D05,-1.79021,35.31745,18.1,58.1,0.0,38,56685.6,47398.4,23055.4,1356.6,1,1,Short Dry,Buffalo,11,0.4,0,22.9,0.0,52.0,1362.0,7.14,0.0,0.06311183559752076,139.16
evt_3652672a,ZONE_A01,-2.42146,34.59325,20.0,57.4,0.0,33,11863.9,35753.0,2501.5,1298.4,1,1,Short Dry,Elephant,24,0.35,0,22.9,0.0,52.0,1311.1,4.25,0.0,0.041271251858615736,129.45000000000002
evt_6becc586,ZONE_D03,-1.80743,35.04373,19.6,63.1,0.0,30,38201.9,27100.3,21957.6,1475.8,1,1,Short Dry,Lion,4,0.38,1,22.9,0.0,52.0,1448.8,1.5,0.0,0.21093816198008578,135.31
evt_4d2b63c4,ZONE_B02,-2.10175,34.84254,20.3,58.4,2.3,40,15877.3,26951.7,20836.9,1447.0,1,1,Short Dry,Zebra,33,0.4,1,22.9,0.0,52.0,1426.8,5.71,0.0,0.04956695202233092,220.67999999999998
evt_9a6a7193,ZONE_D03,-1.87854,34.94809,19.4,57.7,0.0,34,27590.6,18631.8,14686.6,1440.7,1,1,Short Dry,Zebra,4,0.35,0,22.9,0.0,52.0,1470.2,11.13,0.0,0.03561184158111577,188.07999999999998
evt_be199c89,ZONE_C01,-2.04836,34.61468,18.9,60.3,0.0,43,9485.6,5969.3,39134.5,1395.6,1,1,Short Dry,Zebra,1,0.36,0,22.9,0.0,52.0,1358.5,0.84,2808.2568593074857,2.435591984687719,144.8
evt_ac2693e9,ZONE_E01,-1.65264,34.65759,19.4,62.8,0.0,36,4837.8,22781.6,54221.7,1262.7,1,1,Short Dry,Elephant,2,0.31,1,22.9,0.0,52.0,1329.4,0.61,9612.595402377257,0.022791672824282586,50.85
evt_c314d592,ZONE_C01,-1.91488,34.50507,17.2,57.9,0.0,38,21676.4,23130.5,54964.8,1289.2,1,1,Short Dry,Buffalo,1,0.39,0,22.9,0.0,52.0,1316.0,0.63,4049.0028293025607,0.03318904706000606,72.39
evt_5db8f8da,ZONE_C01,-2.08162,34.55011,18.8,56.9,0.0,45,16694.9,5909.0,35834.0,1330.3,1,1,Short Dry,Lion,1,0.41,0,22.9,0.0,52.0,1349.4,5.48,0.0,0.030000436010374304,93.31
evt_dc93d85d,ZONE_E04,-1.55195,35.19589,18.0,59.7,3.4,39,55130.3,51932.8,23307.6,1270.9,1,1,Short Dry,Buffalo,10,0.35,0,22.9,0.0,52.0,1328.8,3.7,10444.59878211641,0.06625312521251019,26.92
evt_30d9cd74,ZONE_E04,-1.59243,35.20303,18.4,57.9,8.3,31,55923.0,50391.8,21909.5,1319.7,2,1,Short Dry,Zebra,10,0.33,0,22.9,0.0,52.0,1328.8,3.7,0.0,0.045769275373302894,68.35
evt_4a0fe770,ZONE_D04,-1.89044,35.28393,19.9,58.2,0.0,39,45551.1,35663.0,33823.2,1369.3,2,1,Short Dry,Rhino,15,0.3,1,22.9,0.0,52.0,1378.9,3.68,9237.826416213527,0.04367446741000513,87.82
evt_7912a091,ZONE_A02,-2.46332,34.70833,19.1,61.9,0.0,18,1032.9,42153.8,13942.7,1296.3,2,1,Short Dry,Zebra,20,0.41,0,22.9,0.0,52.0,1298.0,2.52,0.0,0.03978087181150475,37.65
evt_0c4e4b2a,ZONE_E01,-1.51348,34.54797,16.6,56.6,0.0,38,16916.8,42423.2,73828.5,1294.9,2,1,Short Dry,Zebra,2,0.31,0,22.9,0.0,52.0,1262.4,0.34,0.0,0.033319333559510673,1.33
evt_addc3642,ZONE_D01,-1.8185,34.61618,19.4,59.6,0.0,33,9358.3,20532.9,47188.7,1347.7,2,1,Short Dry,Zebra,3,0.27,0,22.9,0.0,52.0,1322.0,2.78,2864.692308232847,0.15520615946779986,213.94
evt_2bf88cd2,ZONE_B02,-2.10383,34.84343,20.5,56.2,13.5,37,15965.4,27053.4,20880.6,1469.6,2,1,Short Dry,Buffalo,33,0.33,0,22.9,0.0,52.0,1426.8,5.71,4797.35683839869,0.063867108661694,149.12999999999997
evt_07aa6618,ZONE_D01,-1.70542,34.60283,18.4,61.1,0.0,37,10800.7,24306.6,54965.9,1365.8,2,1,Short Dry,Buffalo,3,0.36,0,23.6,20.9,52.4,1306.0,3.17,8734.919256014393,0.023525106170836134,94.65
evt_2eda3fe6,ZONE_A05,-2.43731,35.39042,18.0,60.7,0.0,30,15291.2,33821.8,65164.5,1285.0,2,1,Short Dry,Elephant,4,0.36,0,23.6,20.9,52.4,1297.3,4.71,0.0,0.10145755776589979,78.49
evt_4452fdab,ZONE_E02,-1.59006,34.7017,19.5,57.2,0.0,24,955.7,25774.6,56364.5,1338.7,2,1,Short Dry,Lion,1,0.5,1,23.6,20.9,52.4,1330.4,2.6,0.0,0.1573406671793415,202.61
evt_7cc77c72,ZONE_D03,-1.7209,35.09594,18.5,59.1,0.0,37,44008.6,34047.4,32815.4,1408.8,2,1,Short Dry,Zebra,4,0.36,0,23.6,20.9,52.4,1372.9,1.94,0.0,0.057626185567326786,205.8
evt_40ff9657,ZONE_B01,-2.19354,34.56388,18.0,59.4,3.6,35,11841.9,11148.5,23305.9,1349.5,2,1,Short Dry,Zebra,31,0.36,0,23.6,20.9,52.4,1323.2,3.61,4023.734443161309,2.9455117828650703,144.8
evt_3e40d151,ZONE_C02,-1.94734,34.74345,18.8,59.3,0.0,32,4832.5,17547.1,29104.9,1367.4,2,1,Short Dry,Zebra,2,0.28,0,23.6,20.9,52.4,1373.4,7.62,7554.031622723825,0.04782600188108572,137.31
evt_f798febd,ZONE_C01,-2.04207,34.50924,19.4,59.3,0.0,36,21221.1,11966.7,41057.5,1345.0,2,1,Short Dry,Zebra,1,0.41,0,23.6,20.9,52.4,1317.3,2.18,0.0,0.07991158018075312,189.23000000000002
evt_08133d00,ZONE_E02,-1.56147,34.85809,18.8,61.2,0.0,36,17571.8,27297.7,51249.7,1311.4,2,1,Short Dry,Lion,1,0.32,0,23.6,20.9,52.4,1348.6,6.33,0.0,0.04153524195345978,169.85999999999999
evt_4a8ee949,ZONE_A02,-2.46061,34.85072,17.6,62.0,0.0,35,16744.4,48432.0,28657.3,1319.8,2,1,Short Dry,Zebra,20,0.37,0,23.6,20.9,52.4,1304.1,5.21,0.0,0.10791632557944723,111.12
evt_0c98d4cf,ZONE_B03,-2.16069,34.97998,18.3,62.6,0.0,38,15528.4,24834.7,18006.4,1438.8,2,1,Short Dry,Lion,4,0.31,0,23.6,20.9,52.4,1457.7,8.02,0.0,0.0349002901553251,160.64
evt_e573efaf,ZONE_E01,-1.67407,34.68633,19.1,61.0,0.0,25,1856.9,18859.6,50286.3,1304.3,2,1,Short Dry,Elephant,2,0.35,0,23.6,20.9,52.4,1329.4,0.61,0.0,0.3249793464357703,163.26999999999998
evt_bb12dac6,ZONE_B05,-2.18306,35.38523,20.0,56.4,0.0,34,13031.4,20667.5,47400.0,1322.2,2,1,Short Dry,Lion,6,0.39,0,23.6,20.9,52.4,1333.9,1.58,0.0,0.03224674011638577,98.44
evt_4b643b18,ZONE_D04,-1.82899,35.14872,18.7,59.3,0.0,31,49871.0,38890.5,25194.7,1422.8,2,1,Short Dry,Buffalo,15,0.32,0,23.6,20.9,52.4,1456.7,8.18,0.0,0.0423832159876658,183.26999999999998
evt_f7f375f4,ZONE_C04,-2.09812,35.28391,18.9,56.0,0.0,31,22467.0,14671.9,33382.8,1366.7,2,1,Short Dry,Zebra,3,0.3,0,23.6,20.9,52.4,1386.3,2.49,0.0,0.07017622033096886,117.63000000000002
evt_758d311b,ZONE_E04,-1.51629,35.19615,16.0,55.2,0.0,40,55151.4,54166.0,24496.6,1307.6,2,1,Short Dry,Zebra,10,0.38,0,23.6,20.9,52.4,1309.8,2.61,0.0,0.14720000124251223,220.25
evt_f3427d38,ZONE_A05,-2.3157,35.333,16.9,58.5,0.0,23,1794.3,19592.8,51003.9,1305.1,2,1,Short Dry,Buffalo,4,0.39,1,23.6,20.9,52.4,1319.6,5.32,0.0,0.03334404850193387,171.32999999999998
evt_abb12d07,ZONE_D05,-1.88866,35.36166,19.0,65.0,0.0,36,45741.9,39002.9,32379.0,1360.1,2,1,Short Dry,Lion,11,0.37,0,23.6,20.9,52.4,1332.8,3.88,0.0,1.4542273416060092,256.22
evt_cd48688a,ZONE_A04,-2.46965,35.20066,19.3,59.7,0.0,32,18878.8,29983.4,56782.4,1279.4,2,1,Short Dry,Elephant,6,0.38,0,23.6,20.9,52.4,1307.0,2.72,0.0,0.3949021482858526,24.07
evt_23b787e2,ZONE_C03,-1.92069,34.9076,17.8,65.9,5.5,37,23087.5,17974.6,13536.0,1534.2,2,1,Short Dry,Zebra,2,0.4,0,23.6,20.9,52.4,1470.2,11.13,0.0,0.12471422109940253,158.46
evt_66f9f449,ZONE_B02,-2.28924,34.82577,17.0,59.0,0.0,17,1199.8,32742.5,27943.9,1378.7,2,1,Short Dry,None Detected,33,0.47,1,23.6,20.9,52.4,1365.2,2.17,8243.521327502756,0.03472851974242004,0.0
evt_b7987f61,ZONE_A05,-2.34859,35.30456,18.5,61.2,0.0,34,5487.5,20197.8,51455.4,1337.5,2,1,Short Dry,Buffalo,4,0.4,0,23.6,20.9,52.4,1319.6,5.32,0.0,0.027084445888432698,64.4
evt_f91a18aa,ZONE_C03,-2.04037,35.07814,19.0,58.8,0.0,39,28879.5,22325.5,9775.0,1540.1,2,1,Short Dry,Lion,2,0.41,0,23.6,20.9,52.4,1507.4,1.12,11041.618368152813,0.01928661632322959,132.75
evt_8c0f25a9,ZONE_C04,-2.05042,35.13385,18.0,56.2,1.2,30,27752.7,18184.6,15895.8,1464.6,2,1,Short Dry,Elephant,3,0.39,0,23.6,20.9,52.4,1469.8,9.93,0.0,0.07633062443757337,76.03
evt_e0302552,ZONE_A03,-2.4672,34.90123,18.1,58.5,0.0,32,18607.8,44549.0,34289.1,1333.7,2,1,Short Dry,Zebra,2,0.39,0,23.6,20.9,52.4,1304.1,5.21,9066.801383735958,0.04866697571835069,68.31
evt_e0b2de73,ZONE_C05,-2.03754,35.45998,18.1,53.9,0.0,31,29184.0,34072.1,49107.2,1349.9,2,1,Short Dry,Zebra,3,0.29,0,23.6,20.9,52.4,1320.8,0.5,0.0,1.0359116948962197,88.06
evt_2a8af1a5,ZONE_C05,-1.99678,35.31668,20.2,62.7,0.0,39,33716.5,26052.3,35193.5,1349.3,2,1,Short Dry,Zebra,3,0.35,0,23.6,20.9,52.4,1382.9,6.96,840.5674067080048,0.04422505639179526,222.94
evt_4adbd2c1,ZONE_C05,-2.08515,35.48582,17.7,58.6,0.0,37,23900.0,34230.3,54783.0,1346.9,2,1,Short Dry,Buffalo,3,0.36,0,23.9,8.4,57.3,1315.5,1.08,0.0,0.036064502894616504,139.31
evt_008a1769,ZONE_B02,-2.25146,34.81967,20.7,64.1,0.0,31,5450.5,29655.2,29469.4,1380.5,2,1,Short Dry,Zebra,33,0.34,0,23.9,8.4,57.3,1365.2,2.17,0.0,0.10086756588303408,159.59
evt_f1d35519,ZONE_B02,-2.14051,34.81015,17.0,61.4,0.0,36,12270.4,23781.8,26252.3,1427.3,3,1,Short Dry,Zebra,33,0.37,0,23.9,8.4,57.3,1426.8,5.71,0.0,0.7459345351552369,151.78
